transaction_id,merchant_id,date,amount_sar,financed,term_days,days_to_repay,status
T-001470,M-1017,2025-12-01,24561,0,,,cash
T-001762,M-1021,2025-12-01,26395,1,30,30,on_time
T-001983,M-1024,2025-12-01,12798,1,30,19,on_time
T-003304,M-1045,2025-12-01,14596,1,21,21,on_time
T-003305,M-1045,2025-12-01,9658,1,21,20,on_time
T-003526,M-1048,2025-12-01,22411,1,21,43,late
T-003527,M-1048,2025-12-01,15901,1,21,14,on_time
T-003783,M-1052,2025-12-01,3735,0,,,cash
T-003953,M-1055,2025-12-01,6748,0,,,cash
T-004011,M-1056,2025-12-01,4371,1,21,19,on_time
T-000227,M-1003,2025-12-02,34457,0,,,cash
T-000888,M-1010,2025-12-02,19239,1,30,21,on_time
T-001542,M-1018,2025-12-02,32969,1,30,17,on_time
T-001824,M-1022,2025-12-02,15585,1,30,27,on_time
T-001903,M-1023,2025-12-02,28426,1,30,42,late
T-002489,M-1031,2025-12-02,13868,1,30,27,on_time
T-002822,M-1037,2025-12-02,13456,1,30,23,on_time
T-003955,M-1055,2025-12-02,11957,1,21,,default
T-000129,M-1002,2025-12-03,27974,1,30,29,on_time
T-000233,M-1003,2025-12-03,38242,0,,,cash
T-000316,M-1004,2025-12-03,33105,0,,,cash
T-000704,M-1008,2025-12-03,40488,0,,,cash
T-000800,M-1009,2025-12-03,53646,1,30,23,on_time
T-001688,M-1020,2025-12-03,24742,1,30,16,on_time
T-001826,M-1022,2025-12-03,13160,1,30,24,on_time
T-001902,M-1023,2025-12-03,7920,1,30,24,on_time
T-002054,M-1025,2025-12-03,14913,0,,,cash
T-002341,M-1029,2025-12-03,8609,0,,,cash
T-002980,M-1040,2025-12-03,43945,1,30,19,on_time
T-003952,M-1055,2025-12-03,6538,1,21,15,on_time
T-003954,M-1055,2025-12-03,6293,1,21,39,late
T-000031,M-1001,2025-12-04,18599,0,,,cash
T-000232,M-1003,2025-12-04,6302,1,30,16,on_time
T-001331,M-1015,2025-12-04,37319,1,30,35,late
T-001400,M-1016,2025-12-04,21422,1,30,18,on_time
T-002270,M-1028,2025-12-04,16782,0,,,cash
T-002273,M-1028,2025-12-04,26092,0,,,cash
T-002344,M-1029,2025-12-04,14768,0,,,cash
T-002768,M-1036,2025-12-04,27608,0,,,cash
T-000518,M-1006,2025-12-05,17653,1,30,19,on_time
T-000886,M-1010,2025-12-05,21473,1,30,17,on_time
T-000887,M-1010,2025-12-05,18038,0,,,cash
T-000987,M-1011,2025-12-05,48717,1,30,22,on_time
T-001607,M-1019,2025-12-05,5129,1,30,22,on_time
T-002269,M-1028,2025-12-05,24606,1,30,22,on_time
T-002876,M-1038,2025-12-05,21313,1,30,43,late
T-003380,M-1046,2025-12-05,8020,0,,,cash
T-003452,M-1047,2025-12-05,7926,1,21,29,late
T-003596,M-1049,2025-12-05,17409,1,21,13,on_time
T-003659,M-1050,2025-12-05,3627,1,21,14,on_time
T-003728,M-1051,2025-12-05,5470,1,21,25,late
T-003892,M-1054,2025-12-05,5579,1,21,9,on_time
T-000512,M-1006,2025-12-06,19271,1,30,19,on_time
T-000514,M-1006,2025-12-06,20912,1,30,27,on_time
T-000515,M-1006,2025-12-06,31138,1,30,24,on_time
T-000516,M-1006,2025-12-06,28535,1,30,18,on_time
T-000990,M-1011,2025-12-06,78261,1,30,30,on_time
T-001188,M-1013,2025-12-06,7859,1,30,45,late
T-001403,M-1016,2025-12-06,24031,0,,,cash
T-001900,M-1023,2025-12-06,8529,1,30,16,on_time
T-002490,M-1031,2025-12-06,20517,1,30,16,on_time
T-002879,M-1038,2025-12-06,10327,1,30,30,on_time
T-000416,M-1005,2025-12-07,18809,0,,,cash
T-001259,M-1014,2025-12-07,10208,1,30,20,on_time
T-003383,M-1046,2025-12-07,8347,0,,,cash
T-003660,M-1050,2025-12-07,8171,1,21,11,on_time
T-003732,M-1051,2025-12-07,6000,1,21,13,on_time
T-003787,M-1052,2025-12-07,4891,1,21,25,late
T-000025,M-1001,2025-12-08,24442,1,30,27,on_time
T-000804,M-1009,2025-12-08,28377,0,,,cash
T-001080,M-1012,2025-12-08,25389,1,30,20,on_time
T-001187,M-1013,2025-12-08,9522,1,30,16,on_time
T-001254,M-1014,2025-12-08,1794,1,30,26,on_time
T-001401,M-1016,2025-12-08,18743,0,,,cash
T-001473,M-1017,2025-12-08,41643,1,30,16,on_time
T-001545,M-1018,2025-12-08,48115,0,,,cash
T-002714,M-1035,2025-12-08,12872,1,30,21,on_time
T-002875,M-1038,2025-12-08,5872,1,30,15,on_time
T-003040,M-1041,2025-12-08,23298,0,,,cash
T-003524,M-1048,2025-12-08,10256,0,,,cash
T-003893,M-1054,2025-12-08,9159,1,21,43,late
T-000413,M-1005,2025-12-09,39456,1,30,25,on_time
T-000613,M-1007,2025-12-09,39784,1,30,25,on_time
T-000798,M-1009,2025-12-09,87470,1,30,16,on_time
T-002716,M-1035,2025-12-09,13232,1,30,47,late
T-002821,M-1037,2025-12-09,20909,1,30,20,on_time
T-003656,M-1050,2025-12-09,8946,0,,,cash
T-000028,M-1001,2025-12-10,28179,1,30,17,on_time
T-000130,M-1002,2025-12-10,12155,1,30,30,on_time
T-000412,M-1005,2025-12-10,15745,0,,,cash
T-000988,M-1011,2025-12-10,38366,1,30,25,on_time
T-001258,M-1014,2025-12-10,8498,0,,,cash
T-001335,M-1015,2025-12-10,34633,1,30,40,late
T-001544,M-1018,2025-12-10,18019,1,30,15,on_time
T-001898,M-1023,2025-12-10,16897,1,30,30,on_time
T-002491,M-1031,2025-12-10,6696,1,30,29,on_time
T-002713,M-1035,2025-12-10,22708,1,30,49,late
T-003662,M-1050,2025-12-10,4375,0,,,cash
T-000033,M-1001,2025-12-11,22638,1,30,27,on_time
T-000133,M-1002,2025-12-11,23066,1,30,23,on_time
T-000698,M-1008,2025-12-11,32716,0,,,cash
T-001084,M-1012,2025-12-11,21765,1,30,18,on_time
T-001191,M-1013,2025-12-11,6192,0,,,cash
T-001332,M-1015,2025-12-11,10361,1,30,20,on_time
T-001333,M-1015,2025-12-11,20540,1,30,29,on_time
T-001334,M-1015,2025-12-11,7424,0,,,cash
T-001979,M-1024,2025-12-11,9926,1,30,29,on_time
T-002115,M-1026,2025-12-11,15309,0,,,cash
T-002274,M-1028,2025-12-11,22513,0,,,cash
T-002343,M-1029,2025-12-11,22102,1,30,18,on_time
T-002413,M-1030,2025-12-11,23461,1,30,38,late
T-002551,M-1032,2025-12-11,8392,1,30,30,on_time
T-002979,M-1040,2025-12-11,29516,1,30,17,on_time
T-003220,M-1044,2025-12-11,13205,1,21,31,late
T-003525,M-1048,2025-12-11,22675,1,21,9,on_time
T-003592,M-1049,2025-12-11,9138,0,,,cash
T-003784,M-1052,2025-12-11,6765,1,21,40,late
T-000893,M-1010,2025-12-12,23418,1,30,15,on_time
T-001186,M-1013,2025-12-12,7356,0,,,cash
T-001255,M-1014,2025-12-12,10419,1,30,29,on_time
T-002118,M-1026,2025-12-12,16159,0,,,cash
T-002120,M-1026,2025-12-12,21479,0,,,cash
T-002415,M-1030,2025-12-12,20709,0,,,cash
T-002416,M-1030,2025-12-12,17609,1,30,22,on_time
T-002824,M-1037,2025-12-12,15709,1,30,16,on_time
T-002880,M-1038,2025-12-12,17008,1,30,20,on_time
T-003223,M-1044,2025-12-12,2184,0,,,cash
T-003301,M-1045,2025-12-12,21040,1,21,17,on_time
T-003302,M-1045,2025-12-12,22016,1,21,11,on_time
T-003303,M-1045,2025-12-12,18569,1,21,15,on_time
T-003956,M-1055,2025-12-12,9093,1,21,17,on_time
T-000228,M-1003,2025-12-13,49385,0,,,cash
T-000231,M-1003,2025-12-13,75373,0,,,cash
T-000319,M-1004,2025-12-13,38272,1,30,26,on_time
T-000799,M-1009,2025-12-13,12656,1,30,25,on_time
T-001083,M-1012,2025-12-13,47317,1,30,23,on_time
T-001899,M-1023,2025-12-13,16318,1,30,23,on_time
T-002116,M-1026,2025-12-13,5800,1,30,20,on_time
T-002549,M-1032,2025-12-13,9976,1,30,43,late
T-002611,M-1033,2025-12-13,27158,0,,,cash
T-002820,M-1037,2025-12-13,15513,0,,,cash
T-003226,M-1044,2025-12-13,12210,0,,,cash
T-003591,M-1049,2025-12-13,23343,1,21,40,late
T-003594,M-1049,2025-12-13,11575,1,21,8,on_time
T-003894,M-1054,2025-12-13,2317,1,21,41,late
T-001763,M-1021,2025-12-14,32623,0,,,cash
T-002119,M-1026,2025-12-14,14904,1,30,24,on_time
T-002877,M-1038,2025-12-14,2643,1,30,18,on_time
T-003222,M-1044,2025-12-14,8162,0,,,cash
T-003225,M-1044,2025-12-14,10239,0,,,cash
T-003593,M-1049,2025-12-14,9562,0,,,cash
T-000032,M-1001,2025-12-15,10649,1,30,18,on_time
T-000989,M-1011,2025-12-15,18835,0,,,cash
T-001398,M-1016,2025-12-15,21142,1,30,15,on_time
T-001472,M-1017,2025-12-15,36745,1,30,22,on_time
T-001610,M-1019,2025-12-15,10614,0,,,cash
T-002275,M-1028,2025-12-15,19344,0,,,cash
T-002548,M-1032,2025-12-15,6521,1,30,35,late
T-003595,M-1049,2025-12-15,14430,1,21,16,on_time
T-003661,M-1050,2025-12-15,8165,1,21,,default
T-003840,M-1053,2025-12-15,7646,0,,,cash
T-000131,M-1002,2025-12-16,32697,1,30,19,on_time
T-000519,M-1006,2025-12-16,17275,1,30,24,on_time
T-000609,M-1007,2025-12-16,33992,0,,,cash
T-000611,M-1007,2025-12-16,45668,1,30,23,on_time
T-001089,M-1012,2025-12-16,26720,0,,,cash
T-001185,M-1013,2025-12-16,13149,1,30,16,on_time
T-001612,M-1019,2025-12-16,7132,1,30,24,on_time
T-001687,M-1020,2025-12-16,6748,1,30,21,on_time
T-002194,M-1027,2025-12-16,24575,1,30,29,on_time
T-002345,M-1029,2025-12-16,9624,1,30,15,on_time
T-002770,M-1036,2025-12-16,27536,1,30,25,on_time
T-003154,M-1043,2025-12-16,11791,1,21,14,on_time
T-003224,M-1044,2025-12-16,8693,1,21,12,on_time
T-003528,M-1048,2025-12-16,18724,1,21,14,on_time
T-003951,M-1055,2025-12-16,7981,0,,,cash
T-004010,M-1056,2025-12-16,5937,1,21,,default
T-000024,M-1001,2025-12-17,31109,0,,,cash
T-000317,M-1004,2025-12-17,85679,0,,,cash
T-000985,M-1011,2025-12-17,56658,0,,,cash
T-001088,M-1012,2025-12-17,28479,1,30,15,on_time
T-001978,M-1024,2025-12-17,15615,1,30,27,on_time
T-002272,M-1028,2025-12-17,29050,1,30,42,late
T-003453,M-1047,2025-12-17,6397,1,21,16,on_time
T-000030,M-1001,2025-12-18,19944,1,30,16,on_time
T-000414,M-1005,2025-12-18,23868,1,30,29,on_time
T-000803,M-1009,2025-12-18,75045,1,30,27,on_time
T-001086,M-1012,2025-12-18,13810,1,30,30,on_time
T-001982,M-1024,2025-12-18,10333,1,30,18,on_time
T-002051,M-1025,2025-12-18,31232,1,30,20,on_time
T-002340,M-1029,2025-12-18,23262,1,30,29,on_time
T-002550,M-1032,2025-12-18,14119,1,30,23,on_time
T-002658,M-1034,2025-12-18,27501,0,,,cash
T-002981,M-1040,2025-12-18,28365,1,30,23,on_time
T-003094,M-1042,2025-12-18,7996,1,30,26,on_time
T-003379,M-1046,2025-12-18,8231,1,21,10,on_time
T-003597,M-1049,2025-12-18,12583,1,21,11,on_time
T-003658,M-1050,2025-12-18,4321,0,,,cash
T-003891,M-1054,2025-12-18,5877,1,21,20,on_time
T-000229,M-1003,2025-12-19,68073,1,30,17,on_time
T-000608,M-1007,2025-12-19,56043,1,30,30,on_time
T-000700,M-1008,2025-12-19,13240,0,,,cash
T-000703,M-1008,2025-12-19,21892,1,30,19,on_time
T-000986,M-1011,2025-12-19,24978,1,30,28,on_time
T-001082,M-1012,2025-12-19,41193,0,,,cash
T-001613,M-1019,2025-12-19,9255,0,,,cash
T-001825,M-1022,2025-12-19,11499,0,,,cash
T-002193,M-1027,2025-12-19,33605,1,30,28,on_time
T-002342,M-1029,2025-12-19,11309,1,30,29,on_time
T-003838,M-1053,2025-12-19,3128,0,,,cash
T-003839,M-1053,2025-12-19,3143,0,,,cash
T-000520,M-1006,2025-12-20,9811,1,30,28,on_time
T-000701,M-1008,2025-12-20,24830,1,30,16,on_time
T-001469,M-1017,2025-12-20,20352,1,30,25,on_time
T-001827,M-1022,2025-12-20,10243,1,30,19,on_time
T-002552,M-1032,2025-12-20,14765,1,30,21,on_time
T-002659,M-1034,2025-12-20,36938,0,,,cash
T-002715,M-1035,2025-12-20,9279,1,30,29,on_time
T-003093,M-1042,2025-12-20,20369,1,30,21,on_time
T-003153,M-1043,2025-12-20,15146,1,21,14,on_time
T-000128,M-1002,2025-12-21,23346,1,30,26,on_time
T-001543,M-1018,2025-12-21,26714,1,30,30,on_time
T-001608,M-1019,2025-12-21,12729,1,30,26,on_time
T-002339,M-1029,2025-12-21,10120,1,30,15,on_time
T-002878,M-1038,2025-12-21,11327,1,30,25,on_time
T-004012,M-1056,2025-12-21,5382,0,,,cash
T-000702,M-1008,2025-12-22,26042,1,30,16,on_time
T-000890,M-1010,2025-12-22,24293,1,30,24,on_time
T-000891,M-1010,2025-12-22,17664,1,30,22,on_time
T-001190,M-1013,2025-12-22,8401,1,30,19,on_time
T-002771,M-1036,2025-12-22,21550,1,30,24,on_time
T-002931,M-1039,2025-12-22,18355,0,,,cash
T-003221,M-1044,2025-12-22,17911,1,21,45,late
T-003450,M-1047,2025-12-22,11334,1,21,40,late
T-004009,M-1056,2025-12-22,3995,0,,,cash
T-000127,M-1002,2025-12-23,19598,1,30,26,on_time
T-000132,M-1002,2025-12-23,11513,1,30,21,on_time
T-000320,M-1004,2025-12-23,52822,1,30,30,on_time
T-000610,M-1007,2025-12-23,38537,0,,,cash
T-000802,M-1009,2025-12-23,43478,1,30,20,on_time
T-000885,M-1010,2025-12-23,19242,1,30,20,on_time
T-001085,M-1012,2025-12-23,19686,1,30,17,on_time
T-001689,M-1020,2025-12-23,14733,1,30,28,on_time
T-001690,M-1020,2025-12-23,14557,1,30,20,on_time
T-001976,M-1024,2025-12-23,18189,1,30,20,on_time
T-001980,M-1024,2025-12-23,14661,0,,,cash
T-002195,M-1027,2025-12-23,23366,1,30,18,on_time
T-002769,M-1036,2025-12-23,19448,0,,,cash
T-002823,M-1037,2025-12-23,19817,1,30,21,on_time
T-003152,M-1043,2025-12-23,28739,1,21,45,late
T-003227,M-1044,2025-12-23,10900,1,21,31,late
T-003300,M-1045,2025-12-23,13975,1,21,12,on_time
T-003730,M-1051,2025-12-23,7461,1,21,14,on_time
T-003786,M-1052,2025-12-23,3027,1,21,42,late
T-003837,M-1053,2025-12-23,5770,0,,,cash
T-000230,M-1003,2025-12-24,67629,1,30,25,on_time
T-000705,M-1008,2025-12-24,42924,1,30,28,on_time
T-000892,M-1010,2025-12-24,21280,1,30,27,on_time
T-001256,M-1014,2025-12-24,5809,1,30,52,late
T-001977,M-1024,2025-12-24,14861,1,30,30,on_time
T-002493,M-1031,2025-12-24,12842,1,30,44,late
T-002825,M-1037,2025-12-24,19218,0,,,cash
T-002928,M-1039,2025-12-24,26286,1,30,27,on_time
T-003155,M-1043,2025-12-24,14241,1,21,15,on_time
T-003381,M-1046,2025-12-24,7950,0,,,cash
T-003529,M-1048,2025-12-24,6652,1,21,,default
T-003731,M-1051,2025-12-24,5453,0,,,cash
T-003895,M-1054,2025-12-24,4969,0,,,cash
T-000026,M-1001,2025-12-25,15960,0,,,cash
T-000321,M-1004,2025-12-25,64208,1,30,28,on_time
T-000417,M-1005,2025-12-25,17256,1,30,21,on_time
T-000513,M-1006,2025-12-25,22947,0,,,cash
T-000612,M-1007,2025-12-25,52426,1,30,16,on_time
T-000706,M-1008,2025-12-25,26847,1,30,20,on_time
T-001609,M-1019,2025-12-25,9112,1,30,15,on_time
T-001760,M-1021,2025-12-25,25825,1,30,30,on_time
T-001828,M-1022,2025-12-25,8555,1,30,19,on_time
T-001901,M-1023,2025-12-25,14220,1,30,18,on_time
T-002053,M-1025,2025-12-25,13278,1,30,22,on_time
T-002192,M-1027,2025-12-25,15137,1,30,30,on_time
T-002196,M-1027,2025-12-25,18389,0,,,cash
T-002271,M-1028,2025-12-25,29910,1,30,22,on_time
T-002417,M-1030,2025-12-25,9869,1,30,18,on_time
T-002494,M-1031,2025-12-25,10751,1,30,23,on_time
T-002657,M-1034,2025-12-25,19438,0,,,cash
T-002930,M-1039,2025-12-25,14823,1,30,29,on_time
T-003095,M-1042,2025-12-25,35020,1,30,30,on_time
T-003733,M-1051,2025-12-25,9363,0,,,cash
T-003896,M-1054,2025-12-25,5962,1,21,,default
T-000027,M-1001,2025-12-26,21842,0,,,cash
T-000136,M-1002,2025-12-26,24745,1,30,30,on_time
T-000517,M-1006,2025-12-26,30273,1,30,18,on_time
T-000699,M-1008,2025-12-26,18743,0,,,cash
T-000801,M-1009,2025-12-26,67961,1,30,21,on_time
T-000889,M-1010,2025-12-26,35670,0,,,cash
T-001611,M-1019,2025-12-26,9061,1,30,24,on_time
T-001691,M-1020,2025-12-26,14667,1,30,25,on_time
T-001759,M-1021,2025-12-26,33695,1,30,16,on_time
T-002414,M-1030,2025-12-26,18615,1,30,19,on_time
T-002547,M-1032,2025-12-26,8644,1,30,25,on_time
T-002982,M-1040,2025-12-26,32148,1,30,27,on_time
T-003038,M-1041,2025-12-26,31219,1,30,23,on_time
T-003841,M-1053,2025-12-26,4818,1,21,38,late
T-004008,M-1056,2025-12-26,6094,1,21,39,late
T-000029,M-1001,2025-12-27,21422,1,30,17,on_time
T-001081,M-1012,2025-12-27,33402,1,30,29,on_time
T-001399,M-1016,2025-12-27,21802,1,30,21,on_time
T-002052,M-1025,2025-12-27,27958,1,30,24,on_time
T-002338,M-1029,2025-12-27,13323,1,30,23,on_time
T-003451,M-1047,2025-12-27,14235,1,21,45,late
T-003729,M-1051,2025-12-27,7108,1,21,43,late
T-000134,M-1002,2025-12-28,27952,1,30,17,on_time
T-000135,M-1002,2025-12-28,29743,1,30,19,on_time
T-000318,M-1004,2025-12-28,47968,0,,,cash
T-000415,M-1005,2025-12-28,29293,1,30,17,on_time
T-000697,M-1008,2025-12-28,21337,0,,,cash
T-001257,M-1014,2025-12-28,11713,0,,,cash
T-001402,M-1016,2025-12-28,35859,1,30,17,on_time
T-001606,M-1019,2025-12-28,8029,0,,,cash
T-001897,M-1023,2025-12-28,24618,1,30,35,late
T-002050,M-1025,2025-12-28,21516,0,,,cash
T-002492,M-1031,2025-12-28,12962,1,30,24,on_time
T-002612,M-1033,2025-12-28,13925,1,30,28,on_time
T-003039,M-1041,2025-12-28,25003,1,30,26,on_time
T-003788,M-1052,2025-12-28,3314,1,21,37,late
T-000323,M-1004,2025-12-29,31448,1,30,30,on_time
T-000809,M-1009,2025-12-29,65686,1,30,27,on_time
T-001476,M-1017,2025-12-29,25355,0,,,cash
T-001546,M-1018,2025-12-29,37672,1,30,28,on_time
T-001693,M-1020,2025-12-29,16024,1,30,21,on_time
T-002201,M-1027,2025-12-29,24620,1,30,23,on_time
T-003096,M-1042,2025-12-29,16660,1,30,18,on_time
T-003308,M-1045,2025-12-29,5953,0,,,cash
T-003957,M-1055,2025-12-29,11078,0,,,cash
T-000237,M-1003,2025-12-30,54160,1,30,15,on_time
T-000900,M-1010,2025-12-30,23474,1,30,18,on_time
T-000996,M-1011,2025-12-30,44715,0,,,cash
T-001260,M-1014,2025-12-30,23536,0,,,cash
T-001549,M-1018,2025-12-30,37405,0,,,cash
T-002616,M-1033,2025-12-30,13976,1,30,23,on_time
T-003229,M-1044,2025-12-30,13345,1,21,33,late
T-003384,M-1046,2025-12-30,3730,1,21,45,late
T-000240,M-1003,2025-12-31,39779,1,30,22,on_time
T-001092,M-1012,2025-12-31,36074,1,30,23,on_time
T-001094,M-1012,2025-12-31,25170,1,30,26,on_time
T-002125,M-1026,2025-12-31,18787,1,30,26,on_time
T-002199,M-1027,2025-12-31,16637,1,30,28,on_time
T-002419,M-1030,2025-12-31,31823,0,,,cash
T-002663,M-1034,2025-12-31,18388,1,30,25,on_time
T-003046,M-1041,2025-12-31,10928,0,,,cash
T-003531,M-1048,2025-12-31,10136,0,,,cash
T-004017,M-1056,2025-12-31,4373,0,,,cash
T-000524,M-1006,2026-01-01,20988,0,,,cash
T-000527,M-1006,2026-01-01,14813,1,30,17,on_time
T-000620,M-1007,2026-01-01,16145,1,30,18,on_time
T-000807,M-1009,2026-01-01,21402,1,30,26,on_time
T-001337,M-1015,2026-01-01,21913,1,30,24,on_time
T-001474,M-1017,2026-01-01,35866,1,30,15,on_time
T-002351,M-1029,2026-01-01,12095,1,30,20,on_time
T-003042,M-1041,2026-01-01,19169,1,30,26,on_time
T-003043,M-1041,2026-01-01,13233,1,30,25,on_time
T-003312,M-1045,2026-01-01,11022,1,21,18,on_time
T-003735,M-1051,2026-01-01,8211,1,21,6,on_time
T-000139,M-1002,2026-01-02,26934,1,30,25,on_time
T-000522,M-1006,2026-01-02,5217,1,30,21,on_time
T-000896,M-1010,2026-01-02,9136,0,,,cash
T-001098,M-1012,2026-01-02,34040,1,30,22,on_time
T-001262,M-1014,2026-01-02,9051,1,30,25,on_time
T-001263,M-1014,2026-01-02,17072,0,,,cash
T-001698,M-1020,2026-01-02,13599,1,30,29,on_time
T-001767,M-1021,2026-01-02,20751,1,30,25,on_time
T-002122,M-1026,2026-01-02,20597,1,30,17,on_time
T-002198,M-1027,2026-01-02,18527,0,,,cash
T-003100,M-1042,2026-01-02,8478,1,30,26,on_time
T-003311,M-1045,2026-01-02,7367,0,,,cash
T-003313,M-1045,2026-01-02,1549,0,,,cash
T-003387,M-1046,2026-01-02,2383,0,,,cash
T-003457,M-1047,2026-01-02,10545,1,21,18,on_time
T-003790,M-1052,2026-01-02,6874,0,,,cash
T-000618,M-1007,2026-01-03,22569,0,,,cash
T-000619,M-1007,2026-01-03,23051,1,30,28,on_time
T-000712,M-1008,2026-01-03,50070,1,30,22,on_time
T-001090,M-1012,2026-01-03,37097,1,30,19,on_time
T-001198,M-1013,2026-01-03,10714,1,30,22,on_time
T-001692,M-1020,2026-01-03,4834,1,30,19,on_time
T-001909,M-1023,2026-01-03,19308,0,,,cash
T-001987,M-1024,2026-01-03,7344,1,30,26,on_time
T-002421,M-1030,2026-01-03,7200,1,30,23,on_time
T-002555,M-1032,2026-01-03,13211,1,30,18,on_time
T-002617,M-1033,2026-01-03,13751,1,30,55,late
T-002830,M-1037,2026-01-03,10026,0,,,cash
T-003736,M-1051,2026-01-03,4547,0,,,cash
T-000325,M-1004,2026-01-04,28333,1,30,21,on_time
T-000623,M-1007,2026-01-04,17194,0,,,cash
T-000707,M-1008,2026-01-04,29182,1,30,23,on_time
T-000710,M-1008,2026-01-04,24097,1,30,30,on_time
T-001099,M-1012,2026-01-04,40270,0,,,cash
T-001261,M-1014,2026-01-04,11925,1,30,24,on_time
T-001904,M-1023,2026-01-04,28941,1,30,20,on_time
T-001985,M-1024,2026-01-04,12955,0,,,cash
T-002203,M-1027,2026-01-04,2361,0,,,cash
T-002280,M-1028,2026-01-04,31536,0,,,cash
T-002346,M-1029,2026-01-04,16472,1,30,29,on_time
T-002554,M-1032,2026-01-04,20423,1,30,29,on_time
T-002665,M-1034,2026-01-04,20056,0,,,cash
T-002885,M-1038,2026-01-04,13105,0,,,cash
T-003156,M-1043,2026-01-04,3487,1,21,41,late
T-003458,M-1047,2026-01-04,6020,0,,,cash
T-003844,M-1053,2026-01-04,6535,1,21,33,late
T-000523,M-1006,2026-01-05,14711,1,30,26,on_time
T-000708,M-1008,2026-01-05,34194,1,30,21,on_time
T-000898,M-1010,2026-01-05,23892,1,30,29,on_time
T-000902,M-1010,2026-01-05,10892,0,,,cash
T-001093,M-1012,2026-01-05,41894,1,30,16,on_time
T-001264,M-1014,2026-01-05,14673,0,,,cash
T-001547,M-1018,2026-01-05,18141,1,30,30,on_time
T-002497,M-1031,2026-01-05,4336,0,,,cash
T-003385,M-1046,2026-01-05,7539,1,21,9,on_time
T-004015,M-1056,2026-01-05,2932,1,21,18,on_time
T-000142,M-1002,2026-01-06,31909,1,30,20,on_time
T-000239,M-1003,2026-01-06,39416,0,,,cash
T-000327,M-1004,2026-01-06,21266,1,30,29,on_time
T-000617,M-1007,2026-01-06,17700,1,30,19,on_time
T-000895,M-1010,2026-01-06,3994,1,30,16,on_time
T-001407,M-1016,2026-01-06,29996,1,30,23,on_time
T-001697,M-1020,2026-01-06,15360,1,30,53,late
T-002883,M-1038,2026-01-06,31345,0,,,cash
T-003228,M-1044,2026-01-06,16222,1,21,31,late
T-003664,M-1050,2026-01-06,7778,1,21,27,late
T-000145,M-1002,2026-01-07,25501,1,30,22,on_time
T-000235,M-1003,2026-01-07,53923,0,,,cash
T-000423,M-1005,2026-01-07,33426,1,30,26,on_time
T-000991,M-1011,2026-01-07,17942,0,,,cash
T-001404,M-1016,2026-01-07,8183,0,,,cash
T-001905,M-1023,2026-01-07,28498,1,30,24,on_time
T-001990,M-1024,2026-01-07,5111,1,30,23,on_time
T-002059,M-1025,2026-01-07,14135,1,30,38,late
T-002418,M-1030,2026-01-07,17038,0,,,cash
T-002775,M-1036,2026-01-07,17366,0,,,cash
T-002933,M-1039,2026-01-07,19708,0,,,cash
T-002984,M-1040,2026-01-07,19350,0,,,cash
T-003456,M-1047,2026-01-07,10416,0,,,cash
T-003793,M-1052,2026-01-07,9772,1,21,41,late
T-003845,M-1053,2026-01-07,6347,1,21,32,late
T-000241,M-1003,2026-01-08,27262,1,30,26,on_time
T-001477,M-1017,2026-01-08,23402,0,,,cash
T-001618,M-1019,2026-01-08,14571,1,30,27,on_time
T-001699,M-1020,2026-01-08,9485,1,30,23,on_time
T-001988,M-1024,2026-01-08,19415,0,,,cash
T-002058,M-1025,2026-01-08,8645,0,,,cash
T-002061,M-1025,2026-01-08,17548,1,30,30,on_time
T-002128,M-1026,2026-01-08,25910,1,30,27,on_time
T-003306,M-1045,2026-01-08,14953,1,21,8,on_time
T-003460,M-1047,2026-01-08,10607,1,21,6,on_time
T-000418,M-1005,2026-01-09,25399,1,30,18,on_time
T-000994,M-1011,2026-01-09,59356,0,,,cash
T-000998,M-1011,2026-01-09,76136,0,,,cash
T-001096,M-1012,2026-01-09,25064,1,30,19,on_time
T-001195,M-1013,2026-01-09,13610,0,,,cash
T-001906,M-1023,2026-01-09,26291,1,30,44,late
T-001907,M-1023,2026-01-09,23318,0,,,cash
T-002057,M-1025,2026-01-09,13771,1,30,43,late
T-002827,M-1037,2026-01-09,14306,0,,,cash
T-002987,M-1040,2026-01-09,14038,1,30,26,on_time
T-003160,M-1043,2026-01-09,8214,1,21,15,on_time
T-000234,M-1003,2026-01-10,36667,1,30,15,on_time
T-000329,M-1004,2026-01-10,13686,0,,,cash
T-000521,M-1006,2026-01-10,19827,1,30,23,on_time
T-001196,M-1013,2026-01-10,7253,1,30,23,on_time
T-001199,M-1013,2026-01-10,7720,1,30,25,on_time
T-002062,M-1025,2026-01-10,16049,1,30,25,on_time
T-002720,M-1035,2026-01-10,8729,0,,,cash
T-003161,M-1043,2026-01-10,14831,1,21,10,on_time
T-003309,M-1045,2026-01-10,18620,1,21,,default
T-003310,M-1045,2026-01-10,8651,0,,,cash
T-003386,M-1046,2026-01-10,3120,1,21,19,on_time
T-003598,M-1049,2026-01-10,24872,1,21,7,on_time
T-003734,M-1051,2026-01-10,4902,0,,,cash
T-003897,M-1054,2026-01-10,7432,0,,,cash
T-000140,M-1002,2026-01-11,24807,1,30,29,on_time
T-000421,M-1005,2026-01-11,23394,1,30,22,on_time
T-000810,M-1009,2026-01-11,43290,1,30,30,on_time
T-002202,M-1027,2026-01-11,24061,0,,,cash
T-002776,M-1036,2026-01-11,15006,0,,,cash
